time,downloaded,total,chunk_size,speed_kbps
1768152611.859092,26831232,30424618,8192,8000.0
1768152611.8591502,26839424,30424618,8192,8000.0
1768152611.8594718,26847616,30424618,8192,8000.0
1768152611.8595085,26855808,30424618,8192,8000.0
1768152611.862182,26864000,30424618,8192,3002.2142256932602
1768152611.862236,26872192,30424618,8192,8000.0
1768152611.862274,26880384,30424618,8192,8000.0
1768152611.8623135,26888576,30424618,8192,8000.0
1768152611.8642642,26896768,30424618,8192,4119.464711049001
1768152611.8643308,26904960,30424618,8192,8000.0
1768152611.864369,26913152,30424618,8192,8000.0
1768152611.8644032,26921344,30424618,8192,8000.0
1768152611.8664775,26929536,30424618,8192,3870.3436677327463
1768152611.8665154,26937728,30424618,8192,8000.0
1768152611.8665473,26945920,30424618,8192,8000.0
1768152611.8665814,26954112,30424618,8192,8000.0
1768152611.8686116,26962304,30424618,8192,3954.913910675356
1768152611.868654,26970496,30424618,8192,8000.0
1768152611.8686862,26978688,30424618,8192,8000.0
1768152611.868719,26986880,30424618,8192,8000.0
1768152611.8711886,26995072,30424618,8192,3252.0326890454785
1768152611.871556,27003264,30424618,8192,8000.0
1768152611.8721712,27011456,30424618,8192,8000.0
1768152611.8722124,27019648,30424618,8192,8000.0
1768152611.873344,27027840,30424618,8192,7141.582402142325
1768152611.8733957,27036032,30424618,8192,8000.0
1768152611.8758318,27044224,30424618,8192,3297.2015477773034
1768152611.875873,27052416,30424618,8192,8000.0
1768152611.8795319,27060608,30424618,8192,2191.2405301464955
1768152611.8797696,27068800,30424618,8192,8000.0
1768152611.8798118,27076992,30424618,8192,8000.0
1768152611.8798456,27085184,30424618,8192,8000.0
1768152611.880099,27093376,30424618,8192,8000.0
1768152611.8801355,27101568,30424618,8192,8000.0
1768152611.884184,27109760,30424618,8192,1980.8353509163594
1768152611.884234,27117952,30424618,8192,8000.0
1768152611.8842707,27126144,30424618,8192,8000.0
1768152611.8844988,27134336,30424618,8192,8000.0
1768152611.8900077,27142528,30424618,8192,1455.3657349233592
1768152611.8901842,27150720,30424618,8192,8000.0
1768152611.8903408,27158912,30424618,8192,8000.0
1768152611.890528,27167104,30424618,8192,8000.0
1768152611.890947,27175296,30424618,8192,8000.0
1768152611.8911276,27183488,30424618,8192,8000.0
1768152611.8960268,27191680,30424618,8192,1636.5272212608795
1768152611.896098,27199872,30424618,8192,8000.0
1768152611.8978012,27208064,30424618,8192,4716.703044493015
1768152611.8978395,27216256,30424618,8192,8000.0
1768152611.8978705,27224448,30424618,8192,8000.0
1768152611.8979032,27232640,30424618,8192,8000.0
1768152611.8999264,27240832,30424618,8192,3971.0116677671012
1768152611.8999755,27249024,30424618,8192,8000.0
1768152611.9000123,27257216,30424618,8192,8000.0
1768152611.9002898,27265408,30424618,8192,8000.0
1768152611.9020064,27273600,30424618,8192,4687.408247036481
1768152611.9020467,27281792,30424618,8192,8000.0
1768152611.9020772,27289984,30424618,8192,8000.0
1768152611.9021077,27298176,30424618,8192,8000.0
1768152611.9033587,27306368,30424618,8192,6431.384942283683
1768152611.9033957,27314560,30424618,8192,8000.0
1768152611.9055822,27322752,30424618,8192,3672.0828913833216
1768152611.9057987,27330944,30424618,8192,8000.0
